survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone
1,1,male,0.01316310241615549,0,0,1.1044866969204823,S,First,man,True,C,Southampton,yes,True
1,2,female,-0.5878416641827785,0,0,-0.597173448045536,S,Second,woman,False,Unknown,Southampton,yes,True
0,3,male,0.05609201431607935,0,0,-0.8198050481317302,C,Third,man,True,Unknown,Cherbourg,no,True
1,2,female,-1.961566844980342,1,2,0.5769720519810165,S,Second,child,False,Unknown,Southampton,yes,False
0,3,male,-1.4464199021812558,5,2,1.8804437230249864,S,Third,child,False,Unknown,Southampton,no,False
0,3,male,-0.5019838403829309,0,0,-0.8198050481317302,C,Third,man,True,Unknown,Cherbourg,no,True
0,3,male,-2.04742466878019,3,2,0.5871820128508126,S,Third,child,False,Unknown,Southampton,no,False
0,1,male,0.01316310241615549,0,0,0.5749845129316963,C,First,man,True,Unknown,Cherbourg,no,True
1,3,male,0.01316310241615549,1,1,-0.27414389940634687,C,Third,man,True,Unknown,Cherbourg,yes,False
1,2,female,0.09902092621600321,0,0,-0.597173448045536,S,Second,woman,False,F,Southampton,yes,True
0,3,male,-0.759557311782474,0,0,-0.7565645505042129,S,Third,man,True,Unknown,Southampton,no,True
1,3,female,-0.9312729593821695,4,2,-0.7724444429770357,S,Third,woman,False,Unknown,Southampton,yes,False
0,3,male,-0.15855254518353995,2,0,-0.7222454687005383,S,Third,man,True,Unknown,Southampton,no,False
0,2,male,0.35659439761554634,0,0,-0.597173448045536,S,Second,man,True,Unknown,Southampton,no,True
0,3,female,-1.017130783182017,5,2,1.8804437230249864,S,Third,woman,False,Unknown,Southampton,no,False
0,3,male,-0.15855254518353995,1,0,-0.3280252662365508,C,Third,man,True,Unknown,Cherbourg,no,False
1,3,male,0.35659439761554634,0,0,2.533595339787583,S,Third,man,True,Unknown,Southampton,yes,True
0,3,male,-0.24441036898338767,0,0,-0.791162704571662,S,Third,man,True,F,Southampton,no,True
1,3,female,0.18487875001585094,0,0,-0.4627422965932206,S,Third,woman,False,Unknown,Southampton,yes,True
0,3,male,-0.5019838403829309,0,0,-0.699273056743497,S,Third,man,True,Unknown,Southampton,no,True
1,3,male,0.09902092621600321,0,0,-0.6652398538441767,S,Third,man,True,Unknown,Southampton,yes,True
1,3,female,0.01316310241615549,0,0,-0.781803573774349,Q,Third,woman,False,Unknown,Queenstown,yes,True
0,1,male,0.01316310241615549,0,0,1.8940570041847147,S,First,man,True,Unknown,Southampton,no,True
1,2,female,-0.9312729593821695,0,0,-0.597173448045536,S,Second,woman,False,Unknown,Southampton,yes,True
1,3,female,0.4424522214153941,3,0,-0.2330181770228081,S,Third,woman,False,Unknown,Southampton,yes,False
0,3,male,-1.017130783182017,1,3,1.0279119903970113,S,Third,man,True,Unknown,Southampton,no,False
0,3,male,-0.3302681927832354,0,0,-0.7639361422522057,S,Third,man,True,Unknown,Southampton,no,True
0,3,male,0.09902092621600321,0,0,-0.7639361422522057,S,Third,man,True,Unknown,Southampton,no,True
0,3,male,-0.6736994879826262,0,0,-0.7772635445075797,S,Third,man,True,Unknown,Southampton,no,True
0,1,male,1.5586039308134145,1,0,2.8520916658005824,S,First,man,True,E,Southampton,no,False
0,3,male,-0.15855254518353995,1,2,0.0885955903757693,S,Third,man,True,Unknown,Southampton,no,False
1,1,male,-0.4161260165830831,0,1,3.000701049580755,C,First,man,True,D,Cherbourg,yes,False
1,2,female,0.5283100452152418,0,1,0.2536566244374731,S,Second,woman,False,Unknown,Southampton,yes,False
0,2,male,0.5283100452152418,1,0,0.4578558418333953,S,Second,man,True,Unknown,Southampton,no,False
0,3,female,0.01316310241615549,0,0,-0.7744319820263561,S,Third,woman,False,Unknown,Southampton,no,True
0,3,male,0.4424522214153941,0,0,-0.722810419868667,S,Third,man,True,Unknown,Southampton,no,True
0,3,male,0.785883516614785,2,0,-0.7724444429770357,S,Third,man,True,Unknown,Southampton,no,False
1,3,female,-0.5878416641827785,0,0,-0.791162704571662,S,Third,woman,False,Unknown,Southampton,yes,True
1,3,male,0.01316310241615549,0,0,-0.7826544038468319,S,Third,man,True,Unknown,Southampton,yes,True
0,3,male,0.8717413404146327,0,0,-0.7744319820263561,S,Third,man,True,Unknown,Southampton,no,True
1,3,female,0.01316310241615549,1,0,0.33193299110590985,Q,Third,woman,False,Unknown,Queenstown,yes,False
0,1,male,1.6444617546132623,0,0,2.227582392598054,S,First,man,True,C,Southampton,no,True
0,3,female,-1.1459175188817887,1,0,-0.3280252662365508,C,Third,child,False,Unknown,Cherbourg,no,False
0,3,male,-0.5019838403829309,0,0,-0.7639361422522057,S,Third,man,True,Unknown,Southampton,no,True
0,3,female,-0.6736994879826262,1,0,-0.6431182719596185,S,Third,woman,False,Unknown,Southampton,no,False
0,3,female,-0.9312729593821695,0,0,-0.32774619397277643,C,Third,woman,False,Unknown,Cherbourg,no,True
0,3,male,-0.5878416641827785,0,0,-0.7724444429770357,S,Third,man,True,Unknown,Southampton,no,True
0,2,male,0.09902092621600321,1,0,0.11752381284019167,S,Second,man,True,Unknown,Southampton,no,False
0,3,female,-2.2191403163798853,4,2,0.816906132421225,S,Third,child,False,Unknown,Southampton,no,False
0,2,male,0.3995233095154702,1,0,0.7349405665585018,C,Second,man,True,Unknown,Cherbourg,no,False
1,2,female,0.3995233095154702,0,0,-0.42700743354893417,S,Second,woman,False,E,Southampton,yes,True
1,3,male,-1.360562078381408,1,0,-0.5466885948646841,C,Third,child,False,Unknown,Cherbourg,yes,False
0,3,male,0.01316310241615549,0,0,-0.784356063991798,Q,Third,man,True,Unknown,Queenstown,no,True
1,3,male,-0.3302681927832354,0,0,-0.8257608586391111,S,Third,man,True,Unknown,Southampton,yes,True
1,3,female,0.01316310241615549,1,1,0.20997841183648536,C,Third,woman,False,F,Cherbourg,yes,False
0,3,male,1.4727461070135668,0,0,-0.8371075284857445,S,Third,man,True,Unknown,Southampton,no,True
0,3,male,0.4424522214153941,0,0,-0.7744319820263561,C,Third,man,True,Unknown,Cherbourg,no,True
0,3,male,-0.6736994879826262,0,0,-0.8320025480508464,S,Third,man,True,Unknown,Southampton,no,True
0,3,female,1.6444617546132623,1,0,-0.3249078248509731,S,Third,woman,False,Unknown,Southampton,no,False
0,2,male,-0.24441036898338767,0,0,-0.42700743354893417,S,Second,man,True,Unknown,Southampton,no,True
0,2,male,-0.4161260165830831,0,0,-0.28775718056607497,C,Second,man,True,Unknown,Cherbourg,no,True
1,1,female,-0.759557311782474,0,2,0.47713905459615025,S,First,woman,False,D,Southampton,yes,False
0,1,male,0.785883516614785,1,0,2.3024554389765592,S,First,man,True,C,Southampton,no,False
0,3,male,-1.017130783182017,0,0,-0.6845230666069316,S,Third,man,True,Unknown,Southampton,no,True
0,3,female,0.01316310241615549,0,2,-0.27414389940634687,C,Third,woman,False,Unknown,Cherbourg,no,False
1,3,female,-0.5019838403829309,0,0,-0.784356063991798,S,Third,woman,False,Unknown,Southampton,yes,True
1,3,female,-0.3302681927832354,1,0,-0.2330181770228081,S,Third,woman,False,Unknown,Southampton,yes,False
0,3,male,-0.759557311782474,0,0,-0.8524224697904387,Q,Third,man,True,Unknown,Queenstown,no,True
0,2,male,-0.8454151355823217,0,0,-0.5291070422468952,S,Second,man,True,Unknown,Southampton,no,True
0,2,male,-0.759557311782474,1,1,1.1895697041687832,S,Second,man,True,Unknown,Southampton,no,False
1,3,male,-0.07269472138369223,0,0,-0.7812386226062202,S,Third,man,True,Unknown,Southampton,yes,True
0,3,female,-1.618135549780951,2,2,1.0279119903970113,S,Third,child,False,Unknown,Southampton,no,False
0,2,male,0.7429546047148611,0,2,0.4578558418333953,S,Second,man,True,F,Southampton,no,False
0,2,male,1.2151726356140236,0,0,-0.42700743354893417,S,Second,man,True,Unknown,Southampton,no,True
0,2,male,1.987893049812653,0,0,-0.45933897630328846,S,Second,man,True,Unknown,Southampton,no,True
1,1,female,-0.5019838403829309,1,0,3.2213519172582084,S,First,woman,False,C,Southampton,yes,False
0,3,male,2.3742532569119676,0,0,-0.7639361422522057,S,Third,man,True,Unknown,Southampton,no,True
0,3,male,1.086385899914252,0,2,-0.3249078248509731,S,Third,man,True,Unknown,Southampton,no,False
0,3,male,0.01316310241615549,0,0,-0.8141351165287033,S,Third,man,True,Unknown,Southampton,no,True
0,1,male,1.987893049812653,0,1,2.8659908258646647,C,First,man,True,Unknown,Cherbourg,no,False
1,3,female,-1.017130783182017,0,0,-0.7854927729686353,Q,Third,woman,False,Unknown,Queenstown,yes,True
0,3,male,0.18487875001585094,0,0,-0.7639361422522057,S,Third,man,True,Unknown,Southampton,no,True
0,3,male,0.01316310241615549,0,0,-0.7222454687005383,S,Third,man,True,Unknown,Southampton,no,True
0,3,male,0.01316310241615549,8,2,3.4221478143641986,S,Third,man,True,Unknown,Southampton,no,False
0,3,male,1.386888283213719,0,1,-0.2160015755731478,S,Third,man,True,Unknown,Southampton,no,False
1,2,female,1.043456988014328,0,0,-0.23982481760267216,S,Second,woman,False,Unknown,Southampton,yes,True
0,3,male,-0.15855254518353995,0,0,-0.7826544038468319,S,Third,man,True,Unknown,Southampton,no,True
0,3,male,-0.9312729593821695,0,0,-0.7222454687005383,S,Third,man,True,Unknown,Southampton,no,True
0,3,male,-2.304998140179733,4,1,1.3895147712022902,S,Third,child,False,Unknown,Southampton,no,False
1,3,male,-1.618135549780951,0,2,0.08519227008583723,S,Third,child,False,Unknown,Southampton,yes,False
1,1,female,0.01316310241615549,0,1,2.431781609993976,S,First,woman,False,E,Southampton,yes,False
0,3,female,1.4727461070135668,1,4,0.5871820128508126,S,Third,woman,False,Unknown,Southampton,no,False
0,1,male,0.01316310241615549,0,0,0.4527508613984973,S,First,man,True,Unknown,Southampton,no,True
0,3,male,0.01316310241615549,0,0,2.533595339787583,S,Third,man,True,Unknown,Southampton,no,True
0,3,male,-2.04742466878019,4,1,0.6705633599541476,Q,Third,child,False,Unknown,Queenstown,no,False
1,3,female,-2.304998140179733,1,1,-0.5540669932532568,S,Third,child,False,Unknown,Southampton,yes,False
0,1,male,2.4171821688118915,0,0,0.7774820701826524,C,First,man,True,A,Cherbourg,no,True
0,3,male,-0.8454151355823217,1,1,-0.7772635445075797,S,Third,man,True,Unknown,Southampton,no,False
0,3,male,0.01316310241615549,3,1,0.42155602762098016,S,Third,man,True,Unknown,Southampton,no,False
0,1,female,1.9020352260128053,0,0,0.6424859675622082,C,First,woman,False,C,Cherbourg,no,True
0,2,male,0.18487875001585094,0,0,-0.42700743354893417,S,Second,man,True,Unknown,Southampton,no,True
0,3,male,0.7000256928149372,0,0,-1.3118707089312636,S,Third,man,True,Unknown,Southampton,no,True
0,3,female,0.01316310241615549,8,2,3.4221478143641986,S,Third,woman,False,Unknown,Southampton,no,False
0,2,male,0.01316310241615549,0,0,-0.28747130166172064,C,Second,man,True,Unknown,Cherbourg,no,True
0,3,male,-1.618135549780951,4,2,0.8245636030735721,S,Third,child,False,Unknown,Southampton,no,False
1,2,male,-2.304998140179733,2,1,1.3427191172157247,S,Second,child,False,F,Southampton,yes,False
1,3,female,-2.04742466878019,0,2,0.18729187878379833,S,Third,child,False,Unknown,Southampton,yes,False
0,1,male,0.01316310241615549,0,0,2.0914495810007727,S,First,man,True,A,Southampton,no,True
1,3,female,0.01316310241615549,1,0,-0.2568414190523323,Q,Third,woman,False,Unknown,Queenstown,yes,False
1,1,male,1.4727461070135668,0,0,0.49529236502264773,S,First,man,True,Unknown,Southampton,yes,True
0,3,male,1.043456988014328,1,1,-0.2568414190523323,Q,Third,man,True,Unknown,Queenstown,no,False
0,3,male,0.7000256928149372,0,0,-0.7744319820263561,S,Third,man,True,Unknown,Southampton,no,True
1,2,female,0.35659439761554634,0,0,-0.42700743354893417,S,Second,woman,False,Unknown,Southampton,yes,True
0,2,male,-0.759557311782474,0,0,-0.42700743354893417,S,Second,man,True,Unknown,Southampton,no,True
1,3,female,-0.759557311782474,1,0,-0.7772635445075797,S,Third,woman,False,Unknown,Southampton,yes,False
1,2,male,-2.1332824925800375,1,1,0.4578558418333953,S,Second,child,False,F,Southampton,yes,False
1,1,female,1.386888283213719,0,0,0.5749845129316963,C,First,woman,False,B,Cherbourg,yes,True
0,3,male,1.2151726356140236,0,1,-0.7398270213183272,S,Third,man,True,Unknown,Southampton,no,False
0,2,female,-0.3302681927832354,0,0,-0.42700743354893417,S,Second,woman,False,Unknown,Southampton,no,True
0,3,male,0.01316310241615549,0,0,-0.6652398538441767,S,Third,man,True,Unknown,Southampton,no,True
0,3,male,0.5283100452152418,0,0,-0.8697249501444533,S,Third,man,True,Unknown,Southampton,no,True
0,3,male,1.5156750189134907,0,0,-0.8200909270360843,C,Third,man,True,Unknown,Cherbourg,no,True
1,3,male,-0.8454151355823217,0,0,-0.7639361422522057,S,Third,man,True,Unknown,Southampton,yes,True
0,3,female,-2.2191403163798853,0,1,-0.5997259382629849,S,Third,child,False,G,Southampton,no,False
0,3,male,0.35659439761554634,1,0,-0.2330181770228081,S,Third,man,True,Unknown,Southampton,no,False
1,3,male,-0.15855254518353995,0,0,-0.033073109989300846,C,Third,man,True,Unknown,Cherbourg,yes,True
1,3,female,-1.017130783182017,0,0,-0.784356063991798,Q,Third,woman,False,Unknown,Queenstown,yes,True
1,1,male,1.043456988014328,0,0,0.7981878708265989,C,First,man,True,A,Cherbourg,yes,True
0,3,male,-0.3302681927832354,0,0,-0.8320025480508464,S,Third,man,True,Unknown,Southampton,no,True
1,2,female,0.6141678690150896,0,0,0.11752381284019167,S,Second,woman,False,Unknown,Southampton,yes,True
0,3,male,-0.5019838403829309,0,0,-0.8183892668911183,S,Third,man,True,Unknown,Southampton,no,True
0,3,male,0.01316310241615549,1,0,-0.784356063991798,Q,Third,man,True,Unknown,Queenstown,no,False
1,3,female,-0.07269472138369223,0,0,-0.7724444429770357,S,Third,woman,False,Unknown,Southampton,yes,True
0,2,male,1.2151726356140236,1,0,0.525922247632036,S,Second,man,True,Unknown,Southampton,no,False
0,2,male,0.18487875001585094,0,0,-0.597173448045536,S,Second,man,True,Unknown,Southampton,no,True
1,3,male,-1.017130783182017,0,0,-0.7639361422522057,S,Third,man,True,Unknown,Southampton,yes,True
0,2,male,-0.07269472138369223,0,0,-0.42700743354893417,S,Second,man,True,Unknown,Southampton,no,True
0,3,male,1.987893049812653,0,0,-0.7639361422522057,S,Third,man,True,Unknown,Southampton,no,True
0,3,male,-0.5019838403829309,0,0,-0.6754498147139728,S,Third,man,True,Unknown,Southampton,no,True
1,2,male,-0.759557311782474,0,0,-0.597173448045536,S,Second,man,True,Unknown,Southampton,yes,True
0,3,male,-0.6307705760827024,0,0,-0.8183892668911183,S,Third,man,True,Unknown,Southampton,no,True
0,2,male,-0.8454151355823217,0,0,-0.42700743354893417,S,Second,man,True,Unknown,Southampton,no,True
0,3,female,0.01316310241615549,3,1,0.42155602762098016,S,Third,woman,False,Unknown,Southampton,no,False
0,3,male,0.09902092621600321,0,0,-0.7826544038468319,S,Third,man,True,Unknown,Southampton,no,True
1,3,female,-1.961566844980342,4,2,0.8245636030735721,S,Third,child,False,Unknown,Southampton,yes,False
0,2,male,-0.3302681927832354,0,0,-0.597173448045536,S,Second,man,True,Unknown,Southampton,no,True
0,3,female,0.01316310241615549,0,0,-0.7979693451515261,S,Third,woman,False,Unknown,Southampton,no,True
0,2,male,1.386888283213719,1,0,0.4578558418333953,S,Second,man,True,Unknown,Southampton,no,False
1,2,female,-1.7039933735807988,0,2,0.4748724432830555,S,Second,child,False,Unknown,Southampton,yes,False
0,2,male,-0.759557311782474,0,0,-0.597173448045536,S,Second,man,True,Unknown,Southampton,no,True
0,2,male,0.4424522214153941,0,0,-0.4763555777529487,S,Second,man,True,Unknown,Southampton,no,True
0,3,female,0.01316310241615549,1,0,-0.3280252662365508,C,Third,woman,False,Unknown,Cherbourg,no,False
0,2,male,0.09902092621600321,0,0,-0.597173448045536,S,Second,man,True,Unknown,Southampton,no,True
0,3,male,-0.5019838403829309,0,0,-0.8268975676159485,S,Third,man,True,Unknown,Southampton,no,True
0,3,male,0.18487875001585094,0,0,-0.8200909270360843,C,Third,man,True,Unknown,Cherbourg,no,True
0,3,female,-0.24441036898338767,0,0,-0.7826544038468319,S,Third,woman,False,Unknown,Southampton,no,True
1,2,female,-0.3302681927832354,0,2,-0.3249078248509731,S,Second,woman,False,Unknown,Southampton,yes,False
1,1,male,0.785883516614785,1,1,2.2653047946916613,S,First,man,True,D,Southampton,yes,False
0,2,male,2.245466521212196,1,0,0.4578558418333953,S,Second,man,True,Unknown,Southampton,no,False
0,3,male,0.01316310241615549,0,0,-0.8183892668911183,S,Third,man,True,Unknown,Southampton,no,True
0,3,female,0.09902092621600321,1,1,-0.5997259382629849,S,Third,woman,False,G,Southampton,no,False
0,3,male,0.18487875001585094,1,0,-0.2160015755731478,S,Third,man,True,Unknown,Southampton,no,False
0,3,female,1.1293148118141758,0,2,0.063921518273762,S,Third,woman,False,Unknown,Southampton,no,False
1,3,female,0.09902092621600321,0,2,-0.27414389940634687,C,Third,woman,False,Unknown,Cherbourg,yes,False
1,2,female,1.9020352260128053,0,1,0.4578558418333953,S,Second,woman,False,Unknown,Southampton,yes,False
1,3,male,-2.1332824925800375,4,2,0.8245636030735721,S,Third,child,False,Unknown,Southampton,yes,False
0,1,male,1.043456988014328,0,0,-1.3118707089312636,S,First,man,True,B,Southampton,no,True
0,3,female,0.01316310241615549,0,0,-0.784356063991798,Q,Third,woman,False,Unknown,Queenstown,no,True
0,2,male,0.7000256928149372,0,0,-0.597173448045536,S,Second,man,True,Unknown,Southampton,no,True
0,3,male,-1.017130783182017,4,1,1.3895147712022902,S,Third,man,True,Unknown,Southampton,no,False
1,3,male,-0.24441036898338767,1,0,-0.7826544038468319,S,Third,man,True,Unknown,Southampton,yes,False
0,1,male,0.01316310241615549,0,0,0.7981878708265989,S,First,man,True,Unknown,Southampton,no,True
1,3,male,-0.24441036898338767,0,0,-1.3118707089312636,S,Third,man,True,Unknown,Southampton,yes,True
1,2,female,1.1293148118141758,0,1,0.015424204142230577,S,Second,woman,False,Unknown,Southampton,yes,False
0,1,male,0.785883516614785,0,1,0.709701543288366,C,First,man,True,C,Cherbourg,no,False
0,3,female,1.4727461070135668,0,0,-0.784356063991798,S,Third,woman,False,Unknown,Southampton,no,True
0,2,male,0.01316310241615549,0,0,-1.3118707089312636,S,Second,man,True,Unknown,Southampton,no,True
0,3,male,-1.7898511973806466,4,1,0.6705633599541476,Q,Third,child,False,Unknown,Queenstown,no,False
1,3,female,0.6141678690150896,1,1,0.06647400849121113,S,Third,woman,False,Unknown,Southampton,yes,False
0,3,male,0.01316310241615549,0,0,-0.7772635445075797,S,Third,man,True,Unknown,Southampton,no,True
0,3,male,-1.017130783182017,0,0,-0.6652398538441767,S,Third,man,True,Unknown,Southampton,no,True
1,3,male,-0.759557311782474,0,0,-0.7639361422522057,S,Third,man,True,Unknown,Southampton,yes,True
0,1,male,0.01316310241615549,0,0,0.4578558418333953,S,First,man,True,A,Southampton,no,True
0,3,male,0.4424522214153941,0,0,-0.7222454687005383,C,Third,man,True,Unknown,Cherbourg,no,True
1,3,male,0.18487875001585094,0,0,-0.6652398538441767,S,Third,man,True,Unknown,Southampton,yes,True
0,3,male,-0.5019838403829309,0,0,-0.7744319820263561,S,Third,man,True,Unknown,Southampton,no,True
1,2,male,1.2151726356140236,0,0,-0.42700743354893417,S,Second,man,True,Unknown,Southampton,yes,True
1,3,female,-0.5019838403829309,0,0,-0.784356063991798,Q,Third,woman,False,Unknown,Queenstown,yes,True
0,2,male,0.7000256928149372,0,0,-0.4355157342737642,C,Second,man,True,D,Cherbourg,no,True
0,3,female,-0.3302681927832354,0,0,-0.7094830176132932,S,Third,woman,False,Unknown,Southampton,no,True
0,3,male,-0.3302681927832354,0,0,-0.7744319820263561,S,Third,man,True,Unknown,Southampton,no,True
0,3,male,-0.37319710468315925,0,0,-0.8198050481317302,C,Third,man,True,Unknown,Cherbourg,no,True
1,1,male,0.01316310241615549,0,0,0.7641546679272786,S,First,man,True,C,Southampton,yes,True
1,3,male,0.01316310241615549,2,0,0.27067322588713333,Q,Third,man,True,Unknown,Queenstown,yes,False
0,3,male,-0.759557311782474,0,0,-1.3118707089312636,S,Third,man,True,Unknown,Southampton,no,True
1,2,female,0.01316310241615549,0,0,-0.47125059731805063,Q,Second,woman,False,E,Queenstown,yes,True
0,2,male,0.18487875001585094,1,0,0.32172303023611387,C,Second,man,True,Unknown,Cherbourg,no,False
1,1,female,0.18487875001585094,0,0,2.5630953200607145,C,First,woman,False,E,Cherbourg,yes,True
0,2,female,-0.15855254518353995,1,1,0.4578558418333953,S,Second,woman,False,Unknown,Southampton,no,False
0,2,male,1.3010304594138713,1,1,0.4748724432830555,S,Second,man,True,Unknown,Southampton,no,False
1,3,female,-0.15855254518353995,0,0,-0.7772635445075797,S,Third,woman,False,Unknown,Southampton,yes,True
1,2,female,-0.3302681927832354,1,0,0.4578558418333953,S,Second,woman,False,Unknown,Southampton,yes,False
0,2,male,2.245466521212196,0,0,-0.3589410277502934,S,Second,man,True,Unknown,Southampton,no,True
0,3,male,-0.07269472138369223,0,0,-0.7744319820263561,S,Third,man,True,Unknown,Southampton,no,True
1,2,female,0.18487875001585094,0,0,-0.47125059731805063,Q,Second,woman,False,Unknown,Queenstown,yes,True
1,2,female,-0.5019838403829309,1,1,0.6620550592293175,S,Second,woman,False,Unknown,Southampton,yes,False
1,2,female,0.7000256928149372,0,0,-0.42700743354893417,S,Second,woman,False,D,Southampton,yes,True
1,3,female,0.27073657381569866,1,1,0.08519227008583723,S,Third,woman,False,Unknown,Southampton,yes,False
1,1,female,-1.017130783182017,0,1,2.634565046149287,C,First,woman,False,B,Cherbourg,yes,False
1,3,female,0.01316310241615549,2,0,0.27067322588713333,Q,Third,woman,False,Unknown,Queenstown,yes,False
0,1,male,1.5156750189134907,0,0,0.6280218563299971,S,First,man,True,C,Southampton,no,True
0,3,male,-1.017130783182017,2,0,-0.08667540455573051,S,Third,man,True,Unknown,Southampton,no,False
0,1,male,0.09902092621600321,1,0,3.2213519172582084,S,First,man,True,C,Southampton,no,False
1,3,male,1.4727461070135668,0,0,-0.7639361422522057,S,Third,man,True,Unknown,Southampton,yes,True
0,1,male,1.4727461070135668,0,0,1.1044866969204823,S,First,man,True,Unknown,Southampton,no,True
1,2,male,-2.2191403163798853,1,1,0.4578558418333953,S,Second,child,False,F,Southampton,yes,False
0,2,male,0.01316310241615549,0,0,-0.42700743354893417,S,Second,man,True,Unknown,Southampton,no,True
0,2,male,0.7000256928149372,0,0,-0.42700743354893417,S,Second,man,True,Unknown,Southampton,no,True
